1947-09-01,26.458000000000002,0.9990000000000001,Cabanatuan,Philippines,15.27N,120.83E
1947-10-01,25.886000000000006,0.392,Cabanatuan,Philippines,15.27N,120.83E
1947-11-01,25.232,0.905,Cabanatuan,Philippines,15.27N,120.83E
1947-12-01,24.993,0.493,Cabanatuan,Philippines,15.27N,120.83E
1948-01-01,24.147,0.434,Cabanatuan,Philippines,15.27N,120.83E
1948-02-01,26.187,0.33,Cabanatuan,Philippines,15.27N,120.83E
1948-03-01,27.087,0.44,Cabanatuan,Philippines,15.27N,120.83E
1948-04-01,28.383000000000003,0.494,Cabanatuan,Philippines,15.27N,120.83E
1948-05-01,28.599,0.513,Cabanatuan,Philippines,15.27N,120.83E
1948-06-01,27.377,0.386,Cabanatuan,Philippines,15.27N,120.83E
1948-07-01,26.451999999999998,0.33899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1948-08-01,26.160999999999998,0.382,Cabanatuan,Philippines,15.27N,120.83E
1948-09-01,25.881,0.34600000000000003,Cabanatuan,Philippines,15.27N,120.83E
1948-10-01,26.135,0.264,Cabanatuan,Philippines,15.27N,120.83E
1948-11-01,25.015,0.23800000000000002,Cabanatuan,Philippines,15.27N,120.83E
1948-12-01,25.212000000000003,0.628,Cabanatuan,Philippines,15.27N,120.83E
1949-01-01,24.399,0.847,Cabanatuan,Philippines,15.27N,120.83E
1949-02-01,25.773000000000003,0.669,Cabanatuan,Philippines,15.27N,120.83E
1949-03-01,27.176,0.882,Cabanatuan,Philippines,15.27N,120.83E
1949-04-01,28.279,1.695,Cabanatuan,Philippines,15.27N,120.83E
1949-05-01,29.337,0.5770000000000001,Cabanatuan,Philippines,15.27N,120.83E
1949-06-01,27.537000000000006,0.664,Cabanatuan,Philippines,15.27N,120.83E
1949-07-01,26.721999999999998,0.614,Cabanatuan,Philippines,15.27N,120.83E
1949-08-01,26.606,0.447,Cabanatuan,Philippines,15.27N,120.83E
1949-09-01,26.622,0.456,Cabanatuan,Philippines,15.27N,120.83E
1949-10-01,26.092,0.265,Cabanatuan,Philippines,15.27N,120.83E
1949-11-01,25.811,0.7440000000000001,Cabanatuan,Philippines,15.27N,120.83E
1949-12-01,25.23,0.677,Cabanatuan,Philippines,15.27N,120.83E
1950-01-01,25.34,0.657,Cabanatuan,Philippines,15.27N,120.83E
1950-02-01,26.272,0.679,Cabanatuan,Philippines,15.27N,120.83E
1950-03-01,27.519000000000002,0.7929999999999999,Cabanatuan,Philippines,15.27N,120.83E
1950-04-01,28.656999999999996,0.745,Cabanatuan,Philippines,15.27N,120.83E
1950-05-01,28.891,0.601,Cabanatuan,Philippines,15.27N,120.83E
1950-06-01,26.995,0.857,Cabanatuan,Philippines,15.27N,120.83E
1950-07-01,26.125999999999998,0.88,Cabanatuan,Philippines,15.27N,120.83E
1950-08-01,26.514,0.772,Cabanatuan,Philippines,15.27N,120.83E
1950-09-01,26.543000000000003,0.625,Cabanatuan,Philippines,15.27N,120.83E
1950-10-01,26.024,0.358,Cabanatuan,Philippines,15.27N,120.83E
1950-11-01,25.976,0.44,Cabanatuan,Philippines,15.27N,120.83E
1950-12-01,24.518,0.474,Cabanatuan,Philippines,15.27N,120.83E
1951-01-01,25.165,0.55,Cabanatuan,Philippines,15.27N,120.83E
1951-02-01,26.073,0.3,Cabanatuan,Philippines,15.27N,120.83E
1951-03-01,27.218000000000004,0.789,Cabanatuan,Philippines,15.27N,120.83E
1951-04-01,28.933000000000003,0.40700000000000003,Cabanatuan,Philippines,15.27N,120.83E
1951-05-01,28.219,0.349,Cabanatuan,Philippines,15.27N,120.83E
1951-06-01,27.160999999999998,0.345,Cabanatuan,Philippines,15.27N,120.83E
1951-07-01,26.869,0.47700000000000004,Cabanatuan,Philippines,15.27N,120.83E
1951-08-01,26.373,0.381,Cabanatuan,Philippines,15.27N,120.83E
1951-09-01,26.768,0.687,Cabanatuan,Philippines,15.27N,120.83E
1951-10-01,26.837,0.33,Cabanatuan,Philippines,15.27N,120.83E
1951-11-01,26.365,0.298,Cabanatuan,Philippines,15.27N,120.83E
1951-12-01,25.410999999999998,0.262,Cabanatuan,Philippines,15.27N,120.83E
1952-01-01,25.643,0.33399999999999996,Cabanatuan,Philippines,15.27N,120.83E
1952-02-01,26.595,0.213,Cabanatuan,Philippines,15.27N,120.83E
1952-03-01,27.767,0.303,Cabanatuan,Philippines,15.27N,120.83E
1952-04-01,28.704,0.301,Cabanatuan,Philippines,15.27N,120.83E
1952-05-01,29.055999999999997,0.23800000000000002,Cabanatuan,Philippines,15.27N,120.83E
1952-06-01,27.537000000000006,0.23800000000000002,Cabanatuan,Philippines,15.27N,120.83E
1952-07-01,27.065,0.36200000000000004,Cabanatuan,Philippines,15.27N,120.83E
1952-08-01,25.909000000000002,0.364,Cabanatuan,Philippines,15.27N,120.83E
1952-09-01,26.484,0.325,Cabanatuan,Philippines,15.27N,120.83E
1952-10-01,26.557,0.185,Cabanatuan,Philippines,15.27N,120.83E
1952-11-01,26.419,0.301,Cabanatuan,Philippines,15.27N,120.83E
1952-12-01,25.601999999999997,0.183,Cabanatuan,Philippines,15.27N,120.83E
1953-01-01,24.982,0.233,Cabanatuan,Philippines,15.27N,120.83E
1953-02-01,26.432,0.231,Cabanatuan,Philippines,15.27N,120.83E
1953-03-01,28.08,0.255,Cabanatuan,Philippines,15.27N,120.83E
1953-04-01,28.928,0.268,Cabanatuan,Philippines,15.27N,120.83E
1953-05-01,28.918000000000003,0.41,Cabanatuan,Philippines,15.27N,120.83E
1953-06-01,27.329,0.27399999999999997,Cabanatuan,Philippines,15.27N,120.83E
1953-07-01,26.683000000000003,0.27,Cabanatuan,Philippines,15.27N,120.83E
1953-08-01,26.581999999999997,0.325,Cabanatuan,Philippines,15.27N,120.83E
1953-09-01,26.761999999999997,0.21,Cabanatuan,Philippines,15.27N,120.83E
1953-10-01,26.714,0.10099999999999999,Cabanatuan,Philippines,15.27N,120.83E
1953-11-01,26.364,0.11900000000000001,Cabanatuan,Philippines,15.27N,120.83E
1953-12-01,25.374,0.225,Cabanatuan,Philippines,15.27N,120.83E
1954-01-01,25.686,0.264,Cabanatuan,Philippines,15.27N,120.83E
1954-02-01,26.612,0.21100000000000002,Cabanatuan,Philippines,15.27N,120.83E
1954-03-01,27.629,0.47200000000000003,Cabanatuan,Philippines,15.27N,120.83E
1954-04-01,29.112,0.13,Cabanatuan,Philippines,15.27N,120.83E
1954-05-01,29.329,0.191,Cabanatuan,Philippines,15.27N,120.83E
1954-06-01,28.004,0.317,Cabanatuan,Philippines,15.27N,120.83E
1954-07-01,27.041,0.46,Cabanatuan,Philippines,15.27N,120.83E
1954-08-01,26.357,0.217,Cabanatuan,Philippines,15.27N,120.83E
1954-09-01,26.383000000000003,0.19,Cabanatuan,Philippines,15.27N,120.83E
1954-10-01,26.366,0.254,Cabanatuan,Philippines,15.27N,120.83E
1954-11-01,25.376,0.254,Cabanatuan,Philippines,15.27N,120.83E
1954-12-01,24.959000000000003,0.162,Cabanatuan,Philippines,15.27N,120.83E
1955-01-01,24.811999999999998,0.322,Cabanatuan,Philippines,15.27N,120.83E
1955-02-01,25.625,0.16,Cabanatuan,Philippines,15.27N,120.83E
1955-03-01,27.093000000000004,0.21100000000000002,Cabanatuan,Philippines,15.27N,120.83E
1955-04-01,28.68,0.192,Cabanatuan,Philippines,15.27N,120.83E
1955-05-01,29.178,0.248,Cabanatuan,Philippines,15.27N,120.83E
1955-06-01,27.476999999999997,0.325,Cabanatuan,Philippines,15.27N,120.83E
1955-07-01,26.575,0.298,Cabanatuan,Philippines,15.27N,120.83E
1955-08-01,26.594,0.312,Cabanatuan,Philippines,15.27N,120.83E
1955-09-01,26.888,0.165,Cabanatuan,Philippines,15.27N,120.83E
1955-10-01,26.495,0.348,Cabanatuan,Philippines,15.27N,120.83E
1955-11-01,26.014,0.248,Cabanatuan,Philippines,15.27N,120.83E
1955-12-01,24.073,0.37799999999999995,Cabanatuan,Philippines,15.27N,120.83E
1956-01-01,25.093000000000004,0.159,Cabanatuan,Philippines,15.27N,120.83E
1956-02-01,26.328000000000003,0.212,Cabanatuan,Philippines,15.27N,120.83E
1956-03-01,27.693,0.308,Cabanatuan,Philippines,15.27N,120.83E
1956-04-01,28.273000000000003,0.48700000000000004,Cabanatuan,Philippines,15.27N,120.83E
1956-05-01,28.436999999999998,0.371,Cabanatuan,Philippines,15.27N,120.83E
1956-06-01,27.680999999999997,0.221,Cabanatuan,Philippines,15.27N,120.83E
1956-07-01,27.003,0.248,Cabanatuan,Philippines,15.27N,120.83E
1956-08-01,26.096,0.314,Cabanatuan,Philippines,15.27N,120.83E
1956-09-01,25.941999999999997,0.213,Cabanatuan,Philippines,15.27N,120.83E
1956-10-01,26.509,0.212,Cabanatuan,Philippines,15.27N,120.83E
1956-11-01,26.171,0.27399999999999997,Cabanatuan,Philippines,15.27N,120.83E
1956-12-01,25.112,0.254,Cabanatuan,Philippines,15.27N,120.83E
1957-01-01,25.165,0.196,Cabanatuan,Philippines,15.27N,120.83E
1957-02-01,25.716,0.18,Cabanatuan,Philippines,15.27N,120.83E
1957-03-01,27.835,0.19,Cabanatuan,Philippines,15.27N,120.83E
1957-04-01,28.706,0.37200000000000005,Cabanatuan,Philippines,15.27N,120.83E
1957-05-01,29.156,0.20600000000000002,Cabanatuan,Philippines,15.27N,120.83E
1957-06-01,27.85,0.493,Cabanatuan,Philippines,15.27N,120.83E
1957-07-01,26.947000000000006,0.32299999999999995,Cabanatuan,Philippines,15.27N,120.83E
1957-08-01,26.772,0.6459999999999999,Cabanatuan,Philippines,15.27N,120.83E
1957-09-01,26.813000000000002,0.5539999999999999,Cabanatuan,Philippines,15.27N,120.83E
1957-10-01,26.578000000000003,0.331,Cabanatuan,Philippines,15.27N,120.83E
1957-11-01,25.716,0.175,Cabanatuan,Philippines,15.27N,120.83E
1957-12-01,26.057,0.165,Cabanatuan,Philippines,15.27N,120.83E
1958-01-01,25.724,0.27899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1958-02-01,26.055999999999997,0.337,Cabanatuan,Philippines,15.27N,120.83E
1958-03-01,27.684,0.183,Cabanatuan,Philippines,15.27N,120.83E
1958-04-01,28.664,0.19699999999999998,Cabanatuan,Philippines,15.27N,120.83E
1958-05-01,29.261999999999997,0.341,Cabanatuan,Philippines,15.27N,120.83E
1958-06-01,27.574,0.424,Cabanatuan,Philippines,15.27N,120.83E
1958-07-01,26.904,0.38799999999999996,Cabanatuan,Philippines,15.27N,120.83E
1958-08-01,26.866999999999997,0.39899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1958-09-01,26.54,0.222,Cabanatuan,Philippines,15.27N,120.83E
1958-10-01,26.715,0.243,Cabanatuan,Philippines,15.27N,120.83E
1958-11-01,25.84,0.21,Cabanatuan,Philippines,15.27N,120.83E
1958-12-01,24.928,0.239,Cabanatuan,Philippines,15.27N,120.83E
1959-01-01,24.936,0.34600000000000003,Cabanatuan,Philippines,15.27N,120.83E
1959-02-01,26.33,0.146,Cabanatuan,Philippines,15.27N,120.83E
1959-03-01,27.504,0.303,Cabanatuan,Philippines,15.27N,120.83E
1959-04-01,28.750999999999998,0.40399999999999997,Cabanatuan,Philippines,15.27N,120.83E
1959-05-01,28.988000000000003,0.34600000000000003,Cabanatuan,Philippines,15.27N,120.83E
1959-06-01,28.816000000000006,0.294,Cabanatuan,Philippines,15.27N,120.83E
1959-07-01,27.096,0.297,Cabanatuan,Philippines,15.27N,120.83E
1959-08-01,26.386999999999997,0.15,Cabanatuan,Philippines,15.27N,120.83E
1959-09-01,26.903000000000002,0.33799999999999997,Cabanatuan,Philippines,15.27N,120.83E
1959-10-01,26.496,0.24,Cabanatuan,Philippines,15.27N,120.83E
1959-11-01,26.16,0.21100000000000002,Cabanatuan,Philippines,15.27N,120.83E
1959-12-01,25.596,0.25,Cabanatuan,Philippines,15.27N,120.83E
1960-01-01,25.605,0.488,Cabanatuan,Philippines,15.27N,120.83E
1960-02-01,26.279,0.508,Cabanatuan,Philippines,15.27N,120.83E
1960-03-01,27.857,0.41700000000000004,Cabanatuan,Philippines,15.27N,120.83E
1960-04-01,28.555,0.439,Cabanatuan,Philippines,15.27N,120.83E
1960-05-01,28.824,0.423,Cabanatuan,Philippines,15.27N,120.83E
1960-06-01,27.369,0.33899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1960-07-01,27.326,0.39899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1960-08-01,26.369,0.49200000000000005,Cabanatuan,Philippines,15.27N,120.83E
1960-09-01,26.714000000000002,0.243,Cabanatuan,Philippines,15.27N,120.83E
1960-10-01,26.215,0.281,Cabanatuan,Philippines,15.27N,120.83E
1960-11-01,26.55,0.237,Cabanatuan,Philippines,15.27N,120.83E
1960-12-01,25.28,0.27899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1961-01-01,24.276,0.35,Cabanatuan,Philippines,15.27N,120.83E
1961-02-01,26.397,0.53,Cabanatuan,Philippines,15.27N,120.83E
1961-03-01,28.127,0.306,Cabanatuan,Philippines,15.27N,120.83E
1961-04-01,29.176,0.413,Cabanatuan,Philippines,15.27N,120.83E
1961-05-01,29.105999999999998,0.316,Cabanatuan,Philippines,15.27N,120.83E
1961-06-01,27.521,0.33399999999999996,Cabanatuan,Philippines,15.27N,120.83E
1961-07-01,26.419,0.24,Cabanatuan,Philippines,15.27N,120.83E
1961-08-01,26.329,0.217,Cabanatuan,Philippines,15.27N,120.83E
1961-09-01,26.73,0.10400000000000001,Cabanatuan,Philippines,15.27N,120.83E
1961-10-01,26.241,0.363,Cabanatuan,Philippines,15.27N,120.83E
1961-11-01,26.006,0.20600000000000002,Cabanatuan,Philippines,15.27N,120.83E
1961-12-01,25.844,0.273,Cabanatuan,Philippines,15.27N,120.83E
1962-01-01,24.793000000000003,0.34600000000000003,Cabanatuan,Philippines,15.27N,120.83E
1962-02-01,25.325,0.221,Cabanatuan,Philippines,15.27N,120.83E
1962-03-01,28.076,0.596,Cabanatuan,Philippines,15.27N,120.83E
1962-04-01,28.645,0.377,Cabanatuan,Philippines,15.27N,120.83E
1962-05-01,29.191999999999997,0.307,Cabanatuan,Philippines,15.27N,120.83E
1962-06-01,27.999,0.585,Cabanatuan,Philippines,15.27N,120.83E
1962-07-01,26.480999999999998,0.387,Cabanatuan,Philippines,15.27N,120.83E
1962-08-01,26.739,0.364,Cabanatuan,Philippines,15.27N,120.83E
1962-09-01,26.298000000000002,0.406,Cabanatuan,Philippines,15.27N,120.83E
1962-10-01,26.941000000000006,0.434,Cabanatuan,Philippines,15.27N,120.83E
1962-11-01,26.04,0.315,Cabanatuan,Philippines,15.27N,120.83E
1962-12-01,24.956999999999997,0.28,Cabanatuan,Philippines,15.27N,120.83E
1963-01-01,23.551,0.315,Cabanatuan,Philippines,15.27N,120.83E
1963-02-01,24.441,0.336,Cabanatuan,Philippines,15.27N,120.83E
1963-03-01,26.515,0.32,Cabanatuan,Philippines,15.27N,120.83E
1963-04-01,27.926,0.27899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1963-05-01,29.259,0.36,Cabanatuan,Philippines,15.27N,120.83E
1963-06-01,26.979,0.39399999999999996,Cabanatuan,Philippines,15.27N,120.83E
1963-07-01,26.674,0.43799999999999994,Cabanatuan,Philippines,15.27N,120.83E
1963-08-01,26.818,0.392,Cabanatuan,Philippines,15.27N,120.83E
1963-09-01,26.81,0.368,Cabanatuan,Philippines,15.27N,120.83E
1963-10-01,26.752,0.157,Cabanatuan,Philippines,15.27N,120.83E
1963-11-01,26.683000000000003,0.265,Cabanatuan,Philippines,15.27N,120.83E
1963-12-01,25.494000000000003,0.259,Cabanatuan,Philippines,15.27N,120.83E
1964-01-01,25.868000000000002,0.177,Cabanatuan,Philippines,15.27N,120.83E
1964-02-01,25.961,0.395,Cabanatuan,Philippines,15.27N,120.83E
1964-03-01,27.471,0.251,Cabanatuan,Philippines,15.27N,120.83E
1964-04-01,28.862,0.325,Cabanatuan,Philippines,15.27N,120.83E
1964-05-01,29.17,0.428,Cabanatuan,Philippines,15.27N,120.83E
1964-06-01,27.769,0.302,Cabanatuan,Philippines,15.27N,120.83E
1964-07-01,26.934,0.368,Cabanatuan,Philippines,15.27N,120.83E
1964-08-01,26.487,0.386,Cabanatuan,Philippines,15.27N,120.83E
1964-09-01,26.881,0.27899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1964-10-01,26.53,0.419,Cabanatuan,Philippines,15.27N,120.83E
1964-11-01,25.486,0.359,Cabanatuan,Philippines,15.27N,120.83E
1964-12-01,24.579,0.299,Cabanatuan,Philippines,15.27N,120.83E
1965-01-01,24.129,0.19899999999999998,Cabanatuan,Philippines,15.27N,120.83E
1965-02-01,25.769000000000002,0.24100000000000002,Cabanatuan,Philippines,15.27N,120.83E
1965-03-01,26.957,0.314,Cabanatuan,Philippines,15.27N,120.83E
1965-04-01,28.56,0.316,Cabanatuan,Philippines,15.27N,120.83E
1965-05-01,28.31,0.266,Cabanatuan,Philippines,15.27N,120.83E
1965-06-01,27.273000000000003,0.43700000000000006,Cabanatuan,Philippines,15.27N,120.83E
1965-07-01,26.031999999999996,0.287,Cabanatuan,Philippines,15.27N,120.83E
1965-08-01,26.648000000000003,0.195,Cabanatuan,Philippines,15.27N,120.83E
1965-09-01,26.746,0.322,Cabanatuan,Philippines,15.27N,120.83E
1965-10-01,26.773000000000003,0.354,Cabanatuan,Philippines,15.27N,120.83E
1965-11-01,26.577,0.409,Cabanatuan,Philippines,15.27N,120.83E
1965-12-01,25.76,0.33799999999999997,Cabanatuan,Philippines,15.27N,120.83E
1966-01-01,25.543000000000003,0.354,Cabanatuan,Philippines,15.27N,120.83E
1966-02-01,26.647,0.5720000000000001,Cabanatuan,Philippines,15.27N,120.83E
1966-03-01,27.978,0.235,Cabanatuan,Philippines,15.27N,120.83E
1966-04-01,29.311999999999998,0.213,Cabanatuan,Philippines,15.27N,120.83E
1966-05-01,27.570999999999998,0.344,Cabanatuan,Philippines,15.27N,120.83E
1966-06-01,28.086,0.499,Cabanatuan,Philippines,15.27N,120.83E
1966-07-01,27.146,0.522,Cabanatuan,Philippines,15.27N,120.83E
1966-08-01,27.239,0.40399999999999997,Cabanatuan,Philippines,15.27N,120.83E
1966-09-01,26.362,0.441,Cabanatuan,Philippines,15.27N,120.83E
1966-10-01,26.736,0.319,Cabanatuan,Philippines,15.27N,120.83E
1966-11-01,26.301,0.231,Cabanatuan,Philippines,15.27N,120.83E
1966-12-01,25.781,0.203,Cabanatuan,Philippines,15.27N,120.83E
1967-01-01,24.798000000000002,0.312,Cabanatuan,Philippines,15.27N,120.83E
1967-02-01,25.4,0.382,Cabanatuan,Philippines,15.27N,120.83E
1967-03-01,26.961,0.34600000000000003,Cabanatuan,Philippines,15.27N,120.83E
1967-04-01,28.552,0.16899999999999998,Cabanatuan,Philippines,15.27N,120.83E
1967-05-01,29.374000000000002,0.344,Cabanatuan,Philippines,15.27N,120.83E
1967-06-01,27.283,0.273,Cabanatuan,Philippines,15.27N,120.83E
1967-07-01,26.796,0.262,Cabanatuan,Philippines,15.27N,120.83E
1967-08-01,26.085,0.342,Cabanatuan,Philippines,15.27N,120.83E
1967-09-01,26.55,0.158,Cabanatuan,Philippines,15.27N,120.83E
1967-10-01,26.236,0.11,Cabanatuan,Philippines,15.27N,120.83E
1967-11-01,25.665,0.1,Cabanatuan,Philippines,15.27N,120.83E
1967-12-01,24.511999999999997,0.184,Cabanatuan,Philippines,15.27N,120.83E
1968-01-01,24.715999999999998,0.24100000000000002,Cabanatuan,Philippines,15.27N,120.83E
1968-02-01,25.017,0.29,Cabanatuan,Philippines,15.27N,120.83E
1968-03-01,27.257,0.40700000000000003,Cabanatuan,Philippines,15.27N,120.83E
1968-04-01,28.086,0.272,Cabanatuan,Philippines,15.27N,120.83E
1968-05-01,29.016,0.191,Cabanatuan,Philippines,15.27N,120.83E
1968-06-01,28.380000000000006,0.264,Cabanatuan,Philippines,15.27N,120.83E
1968-07-01,27.41,0.305,Cabanatuan,Philippines,15.27N,120.83E
1968-08-01,26.54,0.375,Cabanatuan,Philippines,15.27N,120.83E
1968-09-01,26.849,0.272,Cabanatuan,Philippines,15.27N,120.83E
1968-10-01,26.215999999999998,0.33399999999999996,Cabanatuan,Philippines,15.27N,120.83E
1968-11-01,25.432,0.11900000000000001,Cabanatuan,Philippines,15.27N,120.83E
1968-12-01,24.945,0.47700000000000004,Cabanatuan,Philippines,15.27N,120.83E
1969-01-01,25.436,0.483,Cabanatuan,Philippines,15.27N,120.83E
1969-02-01,25.808000000000003,0.384,Cabanatuan,Philippines,15.27N,120.83E
1969-03-01,27.85,0.22899999999999998,Cabanatuan,Philippines,15.27N,120.83E
1969-04-01,29.046,0.276,Cabanatuan,Philippines,15.27N,120.83E
1969-05-01,29.853,0.21100000000000002,Cabanatuan,Philippines,15.27N,120.83E
1969-06-01,28.343000000000004,0.31,Cabanatuan,Philippines,15.27N,120.83E
1969-07-01,26.936,0.392,Cabanatuan,Philippines,15.27N,120.83E
1969-08-01,27.014,0.45799999999999996,Cabanatuan,Philippines,15.27N,120.83E
1969-09-01,26.874000000000002,0.154,Cabanatuan,Philippines,15.27N,120.83E
1969-10-01,26.53,0.21100000000000002,Cabanatuan,Philippines,15.27N,120.83E
1969-11-01,26.063000000000002,0.16899999999999998,Cabanatuan,Philippines,15.27N,120.83E
1969-12-01,25.561999999999998,0.247,Cabanatuan,Philippines,15.27N,120.83E
1970-01-01,25.546999999999997,0.341,Cabanatuan,Philippines,15.27N,120.83E
1970-02-01,25.955,0.27899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1970-03-01,28.243000000000002,0.24600000000000002,Cabanatuan,Philippines,15.27N,120.83E
1970-04-01,29.203000000000003,0.141,Cabanatuan,Philippines,15.27N,120.83E
1970-05-01,29.776,0.255,Cabanatuan,Philippines,15.27N,120.83E
1970-06-01,27.816000000000006,0.243,Cabanatuan,Philippines,15.27N,120.83E
1970-07-01,26.944000000000006,0.28,Cabanatuan,Philippines,15.27N,120.83E
1970-08-01,26.519000000000002,0.386,Cabanatuan,Philippines,15.27N,120.83E
1970-09-01,26.539,0.113,Cabanatuan,Philippines,15.27N,120.83E
1970-10-01,26.355,0.359,Cabanatuan,Philippines,15.27N,120.83E
1970-11-01,26.386,0.17300000000000001,Cabanatuan,Philippines,15.27N,120.83E
1970-12-01,26.004,0.36700000000000005,Cabanatuan,Philippines,15.27N,120.83E
1971-01-01,24.123,0.262,Cabanatuan,Philippines,15.27N,120.83E
1971-02-01,25.945,0.32299999999999995,Cabanatuan,Philippines,15.27N,120.83E
1971-03-01,26.665,0.135,Cabanatuan,Philippines,15.27N,120.83E
1971-04-01,28.201,0.396,Cabanatuan,Philippines,15.27N,120.83E
1971-05-01,28.273000000000003,0.293,Cabanatuan,Philippines,15.27N,120.83E
1971-06-01,27.18,0.337,Cabanatuan,Philippines,15.27N,120.83E
1971-07-01,26.494,0.387,Cabanatuan,Philippines,15.27N,120.83E
1971-08-01,26.819000000000003,0.366,Cabanatuan,Philippines,15.27N,120.83E
1971-09-01,26.923000000000002,0.38,Cabanatuan,Philippines,15.27N,120.83E
1971-10-01,26.022,0.156,Cabanatuan,Philippines,15.27N,120.83E
1971-11-01,25.73,0.253,Cabanatuan,Philippines,15.27N,120.83E
1971-12-01,25.338,0.268,Cabanatuan,Philippines,15.27N,120.83E
1972-01-01,24.783,0.24600000000000002,Cabanatuan,Philippines,15.27N,120.83E
1972-02-01,26.346,0.22699999999999998,Cabanatuan,Philippines,15.27N,120.83E
1972-03-01,26.385,0.294,Cabanatuan,Philippines,15.27N,120.83E
1972-04-01,28.224,0.325,Cabanatuan,Philippines,15.27N,120.83E
1972-05-01,28.575,0.331,Cabanatuan,Philippines,15.27N,120.83E
1972-06-01,27.678,0.379,Cabanatuan,Philippines,15.27N,120.83E
1972-07-01,25.851999999999997,0.478,Cabanatuan,Philippines,15.27N,120.83E
1972-08-01,25.98,0.483,Cabanatuan,Philippines,15.27N,120.83E
1972-09-01,27.188000000000002,0.41700000000000004,Cabanatuan,Philippines,15.27N,120.83E
1972-10-01,27.195,0.43200000000000005,Cabanatuan,Philippines,15.27N,120.83E
1972-11-01,26.903000000000002,0.27899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1972-12-01,25.698,0.47200000000000003,Cabanatuan,Philippines,15.27N,120.83E
1973-01-01,25.514,0.39399999999999996,Cabanatuan,Philippines,15.27N,120.83E
1973-02-01,26.48,0.166,Cabanatuan,Philippines,15.27N,120.83E
1973-03-01,27.46,0.324,Cabanatuan,Philippines,15.27N,120.83E
1973-04-01,29.278000000000002,0.16699999999999998,Cabanatuan,Philippines,15.27N,120.83E
1973-05-01,30.005,0.24100000000000002,Cabanatuan,Philippines,15.27N,120.83E
1973-06-01,28.506,0.273,Cabanatuan,Philippines,15.27N,120.83E
1973-07-01,27.454,0.433,Cabanatuan,Philippines,15.27N,120.83E
1973-08-01,26.63,0.344,Cabanatuan,Philippines,15.27N,120.83E
1973-09-01,27.089000000000002,0.342,Cabanatuan,Philippines,15.27N,120.83E
1973-10-01,26.465,0.147,Cabanatuan,Philippines,15.27N,120.83E
1973-11-01,26.279,0.31,Cabanatuan,Philippines,15.27N,120.83E
1973-12-01,24.889000000000006,0.292,Cabanatuan,Philippines,15.27N,120.83E
1974-01-01,24.476999999999997,0.183,Cabanatuan,Philippines,15.27N,120.83E
1974-02-01,26.149,0.374,Cabanatuan,Philippines,15.27N,120.83E
1974-03-01,26.863000000000003,0.387,Cabanatuan,Philippines,15.27N,120.83E
1974-04-01,28.723000000000003,0.449,Cabanatuan,Philippines,15.27N,120.83E
1974-05-01,28.565,0.523,Cabanatuan,Philippines,15.27N,120.83E
1974-06-01,27.561999999999998,0.191,Cabanatuan,Philippines,15.27N,120.83E
1974-07-01,27.141,0.141,Cabanatuan,Philippines,15.27N,120.83E
1974-08-01,26.48,0.39299999999999996,Cabanatuan,Philippines,15.27N,120.83E
1974-09-01,27.359,0.32799999999999996,Cabanatuan,Philippines,15.27N,120.83E
1974-10-01,26.302,0.261,Cabanatuan,Philippines,15.27N,120.83E
1974-11-01,25.592,0.465,Cabanatuan,Philippines,15.27N,120.83E
1974-12-01,25.368,0.331,Cabanatuan,Philippines,15.27N,120.83E
1975-01-01,25.075,0.316,Cabanatuan,Philippines,15.27N,120.83E
1975-02-01,25.758000000000003,0.341,Cabanatuan,Philippines,15.27N,120.83E
1975-03-01,27.778000000000002,0.248,Cabanatuan,Philippines,15.27N,120.83E
1975-04-01,28.67,0.21899999999999997,Cabanatuan,Philippines,15.27N,120.83E
1975-05-01,29.218000000000004,0.41700000000000004,Cabanatuan,Philippines,15.27N,120.83E
1975-06-01,27.545,0.35,Cabanatuan,Philippines,15.27N,120.83E
1975-07-01,27.094,0.735,Cabanatuan,Philippines,15.27N,120.83E
1975-08-01,26.339000000000002,0.431,Cabanatuan,Philippines,15.27N,120.83E
1975-09-01,26.765,0.35,Cabanatuan,Philippines,15.27N,120.83E
1975-10-01,26.728,0.304,Cabanatuan,Philippines,15.27N,120.83E
1975-11-01,26.043000000000003,0.38299999999999995,Cabanatuan,Philippines,15.27N,120.83E
1975-12-01,24.975,0.313,Cabanatuan,Philippines,15.27N,120.83E
1976-01-01,24.371,0.217,Cabanatuan,Philippines,15.27N,120.83E
1976-02-01,25.491999999999997,0.29100000000000004,Cabanatuan,Philippines,15.27N,120.83E
1976-03-01,27.148000000000003,0.29100000000000004,Cabanatuan,Philippines,15.27N,120.83E
1976-04-01,28.609,0.42,Cabanatuan,Philippines,15.27N,120.83E
1976-05-01,27.736,0.546,Cabanatuan,Philippines,15.27N,120.83E
1976-06-01,27.215,0.578,Cabanatuan,Philippines,15.27N,120.83E
