
1873-03-01,22.378,1.9380000000000002,Jhunjhunun,India,28.13N,75.45E
1873-04-01,28.537,1.9080000000000001,Jhunjhunun,India,28.13N,75.45E
1873-05-01,33.568000000000005,1.8869999999999998,Jhunjhunun,India,28.13N,75.45E
1873-06-01,33.82,1.653,Jhunjhunun,India,28.13N,75.45E
1873-07-01,31.67,1.7180000000000002,Jhunjhunun,India,28.13N,75.45E
1873-08-01,29.877,1.389,Jhunjhunun,India,28.13N,75.45E
1873-09-01,28.824,1.5130000000000001,Jhunjhunun,India,28.13N,75.45E
1873-10-01,25.889,1.6130000000000002,Jhunjhunun,India,28.13N,75.45E
1873-11-01,20.174,1.5959999999999999,Jhunjhunun,India,28.13N,75.45E
1873-12-01,15.270999999999999,1.584,Jhunjhunun,India,28.13N,75.45E
1874-01-01,13.85,1.845,Jhunjhunun,India,28.13N,75.45E
1874-02-01,17.159000000000002,1.8659999999999999,Jhunjhunun,India,28.13N,75.45E
1874-03-01,21.735,2.026,Jhunjhunun,India,28.13N,75.45E
1874-04-01,29.108,1.901,Jhunjhunun,India,28.13N,75.45E
1874-05-01,,,Jhunjhunun,India,28.13N,75.45E
1874-06-01,33.738,1.751,Jhunjhunun,India,28.13N,75.45E
1874-07-01,31.385,1.6,Jhunjhunun,India,28.13N,75.45E
1874-08-01,30.011,1.4680000000000002,Jhunjhunun,India,28.13N,75.45E
1874-09-01,29.039,1.44,Jhunjhunun,India,28.13N,75.45E
1874-10-01,26.205,1.666,Jhunjhunun,India,28.13N,75.45E
1874-11-01,20.394000000000002,1.618,Jhunjhunun,India,28.13N,75.45E
1874-12-01,14.513,1.7,Jhunjhunun,India,28.13N,75.45E
1875-01-01,13.644,0.889,Jhunjhunun,India,28.13N,75.45E
1875-02-01,16.386,1.091,Jhunjhunun,India,28.13N,75.45E
1875-03-01,25.535,0.8759999999999999,Jhunjhunun,India,28.13N,75.45E
1875-04-01,30.636999999999997,0.6659999999999999,Jhunjhunun,India,28.13N,75.45E
1875-05-01,33.348,1.399,Jhunjhunun,India,28.13N,75.45E
1875-06-01,35.052,1.047,Jhunjhunun,India,28.13N,75.45E
1875-07-01,31.215,1.003,Jhunjhunun,India,28.13N,75.45E
1875-08-01,29.562,0.441,Jhunjhunun,India,28.13N,75.45E
1875-09-01,28.989,0.502,Jhunjhunun,India,28.13N,75.45E
1875-10-01,23.976,1.083,Jhunjhunun,India,28.13N,75.45E
1875-11-01,20.151,0.64,Jhunjhunun,India,28.13N,75.45E
1875-12-01,15.899,0.612,Jhunjhunun,India,28.13N,75.45E
1876-01-01,14.597,0.8340000000000001,Jhunjhunun,India,28.13N,75.45E
1876-02-01,17.191000000000006,0.8170000000000001,Jhunjhunun,India,28.13N,75.45E
1876-03-01,22.296,1.561,Jhunjhunun,India,28.13N,75.45E
1876-04-01,28.283,0.938,Jhunjhunun,India,28.13N,75.45E
1876-05-01,33.799,1.2590000000000001,Jhunjhunun,India,28.13N,75.45E
1876-06-01,35.134,0.615,Jhunjhunun,India,28.13N,75.45E
1876-07-01,30.94,0.685,Jhunjhunun,India,28.13N,75.45E
1876-08-01,29.469,0.664,Jhunjhunun,India,28.13N,75.45E
1876-09-01,28.173000000000002,0.815,Jhunjhunun,India,28.13N,75.45E
1876-10-01,24.223000000000003,0.862,Jhunjhunun,India,28.13N,75.45E
1876-11-01,19.597,1.143,Jhunjhunun,India,28.13N,75.45E
1876-12-01,14.774,1.1420000000000001,Jhunjhunun,India,28.13N,75.45E
1877-01-01,13.989,1.68,Jhunjhunun,India,28.13N,75.45E
1877-02-01,14.628,1.649,Jhunjhunun,India,28.13N,75.45E
1877-03-01,22.311,0.545,Jhunjhunun,India,28.13N,75.45E
1877-04-01,26.513,1.0190000000000001,Jhunjhunun,India,28.13N,75.45E
1877-05-01,31.35,0.67,Jhunjhunun,India,28.13N,75.45E
1877-06-01,34.378,1.89,Jhunjhunun,India,28.13N,75.45E
1877-07-01,32.71,0.745,Jhunjhunun,India,28.13N,75.45E
1877-08-01,31.81,1.7890000000000001,Jhunjhunun,India,28.13N,75.45E
1877-09-01,29.999000000000002,1.031,Jhunjhunun,India,28.13N,75.45E
1877-10-01,25.456999999999997,0.723,Jhunjhunun,India,28.13N,75.45E
1877-11-01,22.033,0.9470000000000001,Jhunjhunun,India,28.13N,75.45E
1877-12-01,15.21,2.231,Jhunjhunun,India,28.13N,75.45E
1878-01-01,12.755999999999998,1.23,Jhunjhunun,India,28.13N,75.45E
1878-02-01,17.67,0.741,Jhunjhunun,India,28.13N,75.45E
1878-03-01,24.183000000000003,0.83,Jhunjhunun,India,28.13N,75.45E
1878-04-01,28.18,0.784,Jhunjhunun,India,28.13N,75.45E
1878-05-01,30.471000000000004,0.483,Jhunjhunun,India,28.13N,75.45E
1878-06-01,35.309,1.023,Jhunjhunun,India,28.13N,75.45E
1878-07-01,32.522,1.057,Jhunjhunun,India,28.13N,75.45E
1878-08-01,29.97,0.8320000000000001,Jhunjhunun,India,28.13N,75.45E
1878-09-01,30.411,0.8440000000000001,Jhunjhunun,India,28.13N,75.45E
1878-10-01,27.441,0.9890000000000001,Jhunjhunun,India,28.13N,75.45E
1878-11-01,19.523,1.3119999999999998,Jhunjhunun,India,28.13N,75.45E
1878-12-01,14.059000000000001,1.359,Jhunjhunun,India,28.13N,75.45E
1879-01-01,14.436,0.8109999999999999,Jhunjhunun,India,28.13N,75.45E
1879-02-01,17.713,0.857,Jhunjhunun,India,28.13N,75.45E
1879-03-01,22.573,0.629,Jhunjhunun,India,28.13N,75.45E
1879-04-01,29.864,0.9540000000000001,Jhunjhunun,India,28.13N,75.45E
1879-05-01,34.499,1.095,Jhunjhunun,India,28.13N,75.45E
1879-06-01,33.027,0.741,Jhunjhunun,India,28.13N,75.45E
1879-07-01,31.381,1.171,Jhunjhunun,India,28.13N,75.45E
1879-08-01,29.216,0.8420000000000001,Jhunjhunun,India,28.13N,75.45E
1879-09-01,28.476,0.845,Jhunjhunun,India,28.13N,75.45E
1879-10-01,25.410999999999998,0.8270000000000001,Jhunjhunun,India,28.13N,75.45E
1879-11-01,17.784000000000002,0.498,Jhunjhunun,India,28.13N,75.45E
1879-12-01,13.638,0.9159999999999999,Jhunjhunun,India,28.13N,75.45E
1880-01-01,14.989,0.9840000000000001,Jhunjhunun,India,28.13N,75.45E
1880-02-01,15.860999999999999,1.683,Jhunjhunun,India,28.13N,75.45E
1880-03-01,26.399,1.1420000000000001,Jhunjhunun,India,28.13N,75.45E
1880-04-01,30.86,0.841,Jhunjhunun,India,28.13N,75.45E
1880-05-01,33.334,1.431,Jhunjhunun,India,28.13N,75.45E
1880-06-01,34.384,1.149,Jhunjhunun,India,28.13N,75.45E
1880-07-01,29.999000000000002,0.841,Jhunjhunun,India,28.13N,75.45E
1880-08-01,30.068,0.584,Jhunjhunun,India,28.13N,75.45E
1880-09-01,29.378,0.659,Jhunjhunun,India,28.13N,75.45E
1880-10-01,26.454,0.899,Jhunjhunun,India,28.13N,75.45E
1880-11-01,19.399,1.876,Jhunjhunun,India,28.13N,75.45E
1880-12-01,14.547,0.9,Jhunjhunun,India,28.13N,75.45E
1881-01-01,14.433,0.6829999999999999,Jhunjhunun,India,28.13N,75.45E
1881-02-01,19.224,0.792,Jhunjhunun,India,28.13N,75.45E
1881-03-01,21.833000000000002,0.715,Jhunjhunun,India,28.13N,75.45E
1881-04-01,28.878,0.79,Jhunjhunun,India,28.13N,75.45E
1881-05-01,33.599000000000004,0.386,Jhunjhunun,India,28.13N,75.45E
1881-06-01,34.065,0.695,Jhunjhunun,India,28.13N,75.45E
1881-07-01,30.765,0.748,Jhunjhunun,India,28.13N,75.45E
1881-08-01,29.281,0.595,Jhunjhunun,India,28.13N,75.45E
1881-09-01,29.173000000000002,0.539,Jhunjhunun,India,28.13N,75.45E
1881-10-01,26.393,0.275,Jhunjhunun,India,28.13N,75.45E
1881-11-01,18.97,0.584,Jhunjhunun,India,28.13N,75.45E
1881-12-01,15.714,0.8370000000000001,Jhunjhunun,India,28.13N,75.45E
1882-01-01,14.968,1.2,Jhunjhunun,India,28.13N,75.45E
1882-02-01,16.089000000000002,0.535,Jhunjhunun,India,28.13N,75.45E
1882-03-01,23.903000000000002,0.491,Jhunjhunun,India,28.13N,75.45E
1882-04-01,28.516,0.787,Jhunjhunun,India,28.13N,75.45E
1882-05-01,32.277,1.026,Jhunjhunun,India,28.13N,75.45E
1882-06-01,33.635999999999996,0.516,Jhunjhunun,India,28.13N,75.45E
1882-07-01,29.507,0.866,Jhunjhunun,India,28.13N,75.45E
1882-08-01,29.793000000000003,0.7340000000000001,Jhunjhunun,India,28.13N,75.45E
1882-09-01,28.774,0.377,Jhunjhunun,India,28.13N,75.45E
1882-10-01,26.166,0.5539999999999999,Jhunjhunun,India,28.13N,75.45E
1882-11-01,18.992,0.753,Jhunjhunun,India,28.13N,75.45E
1882-12-01,16.334,0.42100000000000004,Jhunjhunun,India,28.13N,75.45E
1883-01-01,14.185,0.342,Jhunjhunun,India,28.13N,75.45E
1883-02-01,15.29,0.897,Jhunjhunun,India,28.13N,75.45E
1883-03-01,21.969,0.716,Jhunjhunun,India,28.13N,75.45E
1883-04-01,30.066,0.304,Jhunjhunun,India,28.13N,75.45E
1883-05-01,32.578,0.602,Jhunjhunun,India,28.13N,75.45E
1883-06-01,33.816,0.852,Jhunjhunun,India,28.13N,75.45E
1883-07-01,30.426,0.708,Jhunjhunun,India,28.13N,75.45E
1883-08-01,31.318,0.721,Jhunjhunun,India,28.13N,75.45E
1883-09-01,29.319000000000003,0.267,Jhunjhunun,India,28.13N,75.45E
1883-10-01,25.393,0.386,Jhunjhunun,India,28.13N,75.45E
1883-11-01,18.436,0.396,Jhunjhunun,India,28.13N,75.45E
1883-12-01,13.775,0.66,Jhunjhunun,India,28.13N,75.45E
1884-01-01,15.056,0.66,Jhunjhunun,India,28.13N,75.45E
1884-02-01,16.408,0.598,Jhunjhunun,India,28.13N,75.45E
1884-03-01,23.654,0.5870000000000001,Jhunjhunun,India,28.13N,75.45E
1884-04-01,28.412,1.021,Jhunjhunun,India,28.13N,75.45E
1884-05-01,33.444,0.9590000000000001,Jhunjhunun,India,28.13N,75.45E
1884-06-01,33.3,0.523,Jhunjhunun,India,28.13N,75.45E
1884-07-01,31.265,0.414,Jhunjhunun,India,28.13N,75.45E
1884-08-01,29.224,0.452,Jhunjhunun,India,28.13N,75.45E
1884-09-01,28.125,0.42100000000000004,Jhunjhunun,India,28.13N,75.45E
1884-10-01,24.113000000000003,0.569,Jhunjhunun,India,28.13N,75.45E
1884-11-01,18.092,0.46299999999999997,Jhunjhunun,India,28.13N,75.45E
1884-12-01,14.162,0.68,Jhunjhunun,India,28.13N,75.45E
1885-01-01,13.719,0.718,Jhunjhunun,India,28.13N,75.45E
1885-02-01,14.452000000000002,0.768,Jhunjhunun,India,28.13N,75.45E
1885-03-01,23.421999999999997,0.5710000000000001,Jhunjhunun,India,28.13N,75.45E
1885-04-01,27.088,0.45,Jhunjhunun,India,28.13N,75.45E
1885-05-01,29.124,0.6579999999999999,Jhunjhunun,India,28.13N,75.45E
1885-06-01,33.232,0.255,Jhunjhunun,India,28.13N,75.45E
1885-07-01,30.906999999999996,0.5820000000000001,Jhunjhunun,India,28.13N,75.45E
1885-08-01,29.313000000000002,0.588,Jhunjhunun,India,28.13N,75.45E
1885-09-01,28.964000000000002,0.45,Jhunjhunun,India,28.13N,75.45E
1885-10-01,26.250999999999998,0.648,Jhunjhunun,India,28.13N,75.45E
1885-11-01,20.543000000000003,0.67,Jhunjhunun,India,28.13N,75.45E
1885-12-01,15.13,0.907,Jhunjhunun,India,28.13N,75.45E
1886-01-01,14.224,0.826,Jhunjhunun,India,28.13N,75.45E
1886-02-01,15.735,0.927,Jhunjhunun,India,28.13N,75.45E
1886-03-01,22.579,0.612,Jhunjhunun,India,28.13N,75.45E
1886-04-01,28.906999999999996,0.706,Jhunjhunun,India,28.13N,75.45E
1886-05-01,32.993,0.616,Jhunjhunun,India,28.13N,75.45E
1886-06-01,33.047,0.13699999999999998,Jhunjhunun,India,28.13N,75.45E
1886-07-01,30.416999999999998,0.665,Jhunjhunun,India,28.13N,75.45E
1886-08-01,29.695,0.281,Jhunjhunun,India,28.13N,75.45E
1886-09-01,29.648000000000003,0.38299999999999995,Jhunjhunun,India,28.13N,75.45E
1886-10-01,26.538,0.7340000000000001,Jhunjhunun,India,28.13N,75.45E
1886-11-01,20.581,0.631,Jhunjhunun,India,28.13N,75.45E
1886-12-01,15.647,1.02,Jhunjhunun,India,28.13N,75.45E
1887-01-01,13.458,0.9490000000000001,Jhunjhunun,India,28.13N,75.45E
1887-02-01,16.992,1.036,Jhunjhunun,India,28.13N,75.45E
1887-03-01,23.773000000000003,0.7659999999999999,Jhunjhunun,India,28.13N,75.45E
1887-04-01,29.648000000000003,0.61,Jhunjhunun,India,28.13N,75.45E
1887-05-01,34.980000000000004,0.813,Jhunjhunun,India,28.13N,75.45E
1887-06-01,33.694,0.445,Jhunjhunun,India,28.13N,75.45E
1887-07-01,30.061,0.99,Jhunjhunun,India,28.13N,75.45E
1887-08-01,28.584,0.7240000000000001,Jhunjhunun,India,28.13N,75.45E
1887-09-01,28.315,0.6609999999999999,Jhunjhunun,India,28.13N,75.45E
1887-10-01,24.939,0.39,Jhunjhunun,India,28.13N,75.45E
1887-11-01,19.166,0.818,Jhunjhunun,India,28.13N,75.45E
1887-12-01,15.454,0.698,Jhunjhunun,India,28.13N,75.45E
1888-01-01,12.235,1.197,Jhunjhunun,India,28.13N,75.45E
1888-02-01,16.198,0.807,Jhunjhunun,India,28.13N,75.45E
1888-03-01,24.885,1.041,Jhunjhunun,India,28.13N,75.45E
1888-04-01,29.503,0.68,Jhunjhunun,India,28.13N,75.45E
1888-05-01,33.289,0.327,Jhunjhunun,India,28.13N,75.45E
1888-06-01,34.225,0.508,Jhunjhunun,India,28.13N,75.45E
1888-07-01,31.035999999999998,0.69,Jhunjhunun,India,28.13N,75.45E
1888-08-01,28.947,0.7609999999999999,Jhunjhunun,India,28.13N,75.45E
1888-09-01,28.862,0.5820000000000001,Jhunjhunun,India,28.13N,75.45E
1888-10-01,24.910999999999998,0.8140000000000001,Jhunjhunun,India,28.13N,75.45E
1888-11-01,19.477999999999998,0.7490000000000001,Jhunjhunun,India,28.13N,75.45E
1888-12-01,14.895999999999999,0.866,Jhunjhunun,India,28.13N,75.45E
1889-01-01,14.85,0.863,Jhunjhunun,India,28.13N,75.45E
1889-02-01,16.923000000000002,0.55,Jhunjhunun,India,28.13N,75.45E
1889-03-01,24.318,0.63,Jhunjhunun,India,28.13N,75.45E
1889-04-01,29.605999999999998,0.8740000000000001,Jhunjhunun,India,28.13N,75.45E
1889-05-01,32.829,0.315,Jhunjhunun,India,28.13N,75.45E
1889-06-01,33.676,0.77,Jhunjhunun,India,28.13N,75.45E
1889-07-01,30.824,0.242,Jhunjhunun,India,28.13N,75.45E
1889-08-01,29.409000000000002,0.39899999999999997,Jhunjhunun,India,28.13N,75.45E
1889-09-01,29.584,0.588,Jhunjhunun,India,28.13N,75.45E
1889-10-01,24.371,0.57,Jhunjhunun,India,28.13N,75.45E
1889-11-01,18.994,0.9620000000000001,Jhunjhunun,India,28.13N,75.45E
1889-12-01,15.739,1.0190000000000001,Jhunjhunun,India,28.13N,75.45E
1890-01-01,15.390999999999998,0.755,Jhunjhunun,India,28.13N,75.45E
1890-02-01,17.949,0.871,Jhunjhunun,India,28.13N,75.45E
1890-03-01,22.803,0.895,Jhunjhunun,India,28.13N,75.45E
1890-04-01,29.541999999999998,0.731,Jhunjhunun,India,28.13N,75.45E
1890-05-01,33.580000000000005,0.838,Jhunjhunun,India,28.13N,75.45E
1890-06-01,33.364000000000004,0.35200000000000004,Jhunjhunun,India,28.13N,75.45E
1890-07-01,29.73,0.321,Jhunjhunun,India,28.13N,75.45E
1890-08-01,28.745,0.447,Jhunjhunun,India,28.13N,75.45E
1890-09-01,29.531999999999996,0.9470000000000001,Jhunjhunun,India,28.13N,75.45E
1890-10-01,25.675,0.6459999999999999,Jhunjhunun,India,28.13N,75.45E
1890-11-01,19.66,0.42200000000000004,Jhunjhunun,India,28.13N,75.45E
1890-12-01,14.993,0.746,Jhunjhunun,India,28.13N,75.45E
1891-01-01,13.735,0.81,Jhunjhunun,India,28.13N,75.45E
1891-02-01,14.877,0.447,Jhunjhunun,India,28.13N,75.45E
1891-03-01,19.893,0.32899999999999996,Jhunjhunun,India,28.13N,75.45E
1891-04-01,28.259,0.435,Jhunjhunun,India,28.13N,75.45E
1891-05-01,31.921000000000006,0.636,Jhunjhunun,India,28.13N,75.45E
1891-06-01,34.75,0.5329999999999999,Jhunjhunun,India,28.13N,75.45E
1891-07-01,33.001999999999995,0.33399999999999996,Jhunjhunun,India,28.13N,75.45E
1891-08-01,29.514,0.546,Jhunjhunun,India,28.13N,75.45E
1891-09-01,29.399,0.64,Jhunjhunun,India,28.13N,75.45E
1891-10-01,25.302,0.52,Jhunjhunun,India,28.13N,75.45E
1891-11-01,20.398,0.682,Jhunjhunun,India,28.13N,75.45E
1891-12-01,15.419,0.635,Jhunjhunun,India,28.13N,75.45E
1892-01-01,15.504,0.602,Jhunjhunun,India,28.13N,75.45E
1892-02-01,18.227,0.29,Jhunjhunun,India,28.13N,75.45E
1892-03-01,25.313000000000002,0.895,Jhunjhunun,India,28.13N,75.45E
1892-04-01,32.272,0.58,Jhunjhunun,India,28.13N,75.45E
1892-05-01,33.703,1.028,Jhunjhunun,India,28.13N,75.45E
1892-06-01,33.926,0.44299999999999995,Jhunjhunun,India,28.13N,75.45E
1892-07-01,31.328000000000003,0.433,Jhunjhunun,India,28.13N,75.45E
1892-08-01,28.766,0.5760000000000001,Jhunjhunun,India,28.13N,75.45E
1892-09-01,28.288,0.5720000000000001,Jhunjhunun,India,28.13N,75.45E
1892-10-01,24.689,0.431,Jhunjhunun,India,28.13N,75.45E
1892-11-01,19.178,0.777,Jhunjhunun,India,28.13N,75.45E
1892-12-01,14.533,0.765,Jhunjhunun,India,28.13N,75.45E
1893-01-01,12.469,0.63,Jhunjhunun,India,28.13N,75.45E
1893-02-01,12.581,0.366,Jhunjhunun,India,28.13N,75.45E
1893-03-01,20.598000000000003,0.5579999999999999,Jhunjhunun,India,28.13N,75.45E
1893-04-01,29.371,0.9329999999999999,Jhunjhunun,India,28.13N,75.45E
1893-05-01,31.826999999999998,0.326,Jhunjhunun,India,28.13N,75.45E
1893-06-01,32.283,0.59,Jhunjhunun,India,28.13N,75.45E
1893-07-01,29.079,0.447,Jhunjhunun,India,28.13N,75.45E
1893-08-01,30.134,0.511,Jhunjhunun,India,28.13N,75.45E
1893-09-01,28.083000000000002,0.32899999999999996,Jhunjhunun,India,28.13N,75.45E
1893-10-01,24.913,0.857,Jhunjhunun,India,28.13N,75.45E
1893-11-01,19.261,0.507,Jhunjhunun,India,28.13N,75.45E
1893-12-01,15.841,0.98,Jhunjhunun,India,28.13N,75.45E
1894-01-01,13.859000000000002,0.639,Jhunjhunun,India,28.13N,75.45E
1894-02-01,17.363,0.58,Jhunjhunun,India,28.13N,75.45E
1894-03-01,22.070999999999998,0.754,Jhunjhunun,India,28.13N,75.45E
1894-04-01,29.134,0.506,Jhunjhunun,India,28.13N,75.45E
1894-05-01,33.756,0.318,Jhunjhunun,India,28.13N,75.45E
1894-06-01,32.844,0.47600000000000003,Jhunjhunun,India,28.13N,75.45E
1894-07-01,29.488000000000003,0.622,Jhunjhunun,India,28.13N,75.45E
1894-08-01,29.119,0.6729999999999999,Jhunjhunun,India,28.13N,75.45E
1894-09-01,28.893,0.647,Jhunjhunun,India,28.13N,75.45E
1894-10-01,25.698,0.647,Jhunjhunun,India,28.13N,75.45E
1894-11-01,19.269000000000002,0.61,Jhunjhunun,India,28.13N,75.45E
1894-12-01,14.710999999999999,0.506,Jhunjhunun,India,28.13N,75.45E
1895-01-01,13.057,0.7290000000000001,Jhunjhunun,India,28.13N,75.45E
1895-02-01,17.483,0.595,Jhunjhunun,India,28.13N,75.45E
1895-03-01,23.149,0.498,Jhunjhunun,India,28.13N,75.45E
1895-04-01,28.633000000000003,0.49,Jhunjhunun,India,28.13N,75.45E
1895-05-01,35.021,0.5539999999999999,Jhunjhunun,India,28.13N,75.45E
1895-06-01,32.973,0.44299999999999995,Jhunjhunun,India,28.13N,75.45E
1895-07-01,31.693,0.5479999999999999,Jhunjhunun,India,28.13N,75.45E
1895-08-01,29.371,0.523,Jhunjhunun,India,28.13N,75.45E
1895-09-01,29.79,0.583,Jhunjhunun,India,28.13N,75.45E
1895-10-01,25.500999999999998,0.42,Jhunjhunun,India,28.13N,75.45E
1895-11-01,21.621,0.345,Jhunjhunun,India,28.13N,75.45E
1895-12-01,15.165,0.506,Jhunjhunun,India,28.13N,75.45E
1896-01-01,15.204,0.43799999999999994,Jhunjhunun,India,28.13N,75.45E
1896-02-01,17.905,0.586,Jhunjhunun,India,28.13N,75.45E
1896-03-01,24.296999999999997,0.44,Jhunjhunun,India,28.13N,75.45E
1896-04-01,30.451,0.526,Jhunjhunun,India,28.13N,75.45E
1896-05-01,34.728,0.225,Jhunjhunun,India,28.13N,75.45E
1896-06-01,33.986999999999995,0.332,Jhunjhunun,India,28.13N,75.45E
1896-07-01,31.745,0.385,Jhunjhunun,India,28.13N,75.45E
1896-08-01,29.88,0.848,Jhunjhunun,India,28.13N,75.45E
1896-09-01,29.813000000000002,0.3,Jhunjhunun,India,28.13N,75.45E
1896-10-01,26.506,0.457,Jhunjhunun,India,28.13N,75.45E
1896-11-01,20.554000000000002,0.512,Jhunjhunun,India,28.13N,75.45E
1896-12-01,14.485,0.5820000000000001,Jhunjhunun,India,28.13N,75.45E
1897-01-01,14.095999999999998,0.888,Jhunjhunun,India,28.13N,75.45E
1897-02-01,16.839000000000002,0.5529999999999999,Jhunjhunun,India,28.13N,75.45E
1897-03-01,22.488000000000003,0.48200000000000004,Jhunjhunun,India,28.13N,75.45E
1897-04-01,28.465,0.618,Jhunjhunun,India,28.13N,75.45E
1897-05-01,34.646,0.337,Jhunjhunun,India,28.13N,75.45E
1897-06-01,34.653,0.604,Jhunjhunun,India,28.13N,75.45E
1897-07-01,31.908,0.39799999999999996,Jhunjhunun,India,28.13N,75.45E
1897-08-01,29.713,0.541,Jhunjhunun,India,28.13N,75.45E
1897-09-01,29.345,0.59,Jhunjhunun,India,28.13N,75.45E
1897-10-01,25.264,0.733,Jhunjhunun,India,28.13N,75.45E
1897-11-01,20.271,0.732,Jhunjhunun,India,28.13N,75.45E
1897-12-01,15.259,0.569,Jhunjhunun,India,28.13N,75.45E
1898-01-01,15.555,0.9520000000000001,Jhunjhunun,India,28.13N,75.45E
1898-02-01,16.405,0.639,Jhunjhunun,India,28.13N,75.45E
1898-03-01,23.31,0.479,Jhunjhunun,India,28.13N,75.45E
1898-04-01,31.285999999999998,0.52,Jhunjhunun,India,28.13N,75.45E
1898-05-01,33.006,0.358,Jhunjhunun,India,28.13N,75.45E
1898-06-01,34.891999999999996,0.39799999999999996,Jhunjhunun,India,28.13N,75.45E
1898-07-01,31.053,0.428,Jhunjhunun,India,28.13N,75.45E
1898-08-01,30.726999999999997,0.496,Jhunjhunun,India,28.13N,75.45E
1898-09-01,29.462,0.256,Jhunjhunun,India,28.13N,75.45E
1898-10-01,26.213,0.426,Jhunjhunun,India,28.13N,75.45E
1898-11-01,20.474,0.47700000000000004,Jhunjhunun,India,28.13N,75.45E
1898-12-01,15.064,0.6459999999999999,Jhunjhunun,India,28.13N,75.45E
1899-01-01,12.182,0.9440000000000001,Jhunjhunun,India,28.13N,75.45E
1899-02-01,17.945,0.55,Jhunjhunun,India,28.13N,75.45E
1899-03-01,24.994,0.5489999999999999,Jhunjhunun,India,28.13N,75.45E
1899-04-01,28.961,0.484,Jhunjhunun,India,28.13N,75.45E
1899-05-01,34.265,0.336,Jhunjhunun,India,28.13N,75.45E
1899-06-01,33.242,0.46399999999999997,Jhunjhunun,India,28.13N,75.45E
1899-07-01,31.053,0.593,Jhunjhunun,India,28.13N,75.45E
1899-08-01,32.461,0.752,Jhunjhunun,India,28.13N,75.45E
1899-09-01,31.333000000000002,0.861,Jhunjhunun,India,28.13N,75.45E
1899-10-01,26.885,0.405,Jhunjhunun,India,28.13N,75.45E
1899-11-01,21.416,0.42700000000000005,Jhunjhunun,India,28.13N,75.45E
1899-12-01,17.302,0.6940000000000001,Jhunjhunun,India,28.13N,75.45E
1900-01-01,13.578,0.557,Jhunjhunun,India,28.13N,75.45E
1900-02-01,17.602,0.605,Jhunjhunun,India,28.13N,75.45E
1900-03-01,25.557,0.436,Jhunjhunun,India,28.13N,75.45E
1900-04-01,28.346999999999998,0.396,Jhunjhunun,India,28.13N,75.45E
1900-05-01,32.882000000000005,0.602,Jhunjhunun,India,28.13N,75.45E
1900-06-01,35.78,0.544,Jhunjhunun,India,28.13N,75.45E
1900-07-01,32.82,0.847,Jhunjhunun,India,28.13N,75.45E
1900-08-01,30.246,0.831,Jhunjhunun,India,28.13N,75.45E
1900-09-01,28.206999999999997,0.6829999999999999,Jhunjhunun,India,28.13N,75.45E
1900-10-01,24.918000000000003,0.58,Jhunjhunun,India,28.13N,75.45E
1900-11-01,21.480999999999998,0.473,Jhunjhunun,India,28.13N,75.45E
1900-12-01,15.152000000000001,0.703,Jhunjhunun,India,28.13N,75.45E
1901-01-01,12.527,0.39799999999999996,Jhunjhunun,India,28.13N,75.45E
1901-02-01,15.509,0.515,Jhunjhunun,India,28.13N,75.45E
1901-03-01,23.326,0.711,Jhunjhunun,India,28.13N,75.45E
1901-04-01,28.250999999999998,0.748,Jhunjhunun,India,28.13N,75.45E
1901-05-01,33.365,0.5870000000000001,Jhunjhunun,India,28.13N,75.45E
1901-06-01,35.702,0.74,Jhunjhunun,India,28.13N,75.45E
1901-07-01,32.847,0.754,Jhunjhunun,India,28.13N,75.45E
1901-08-01,30.033,0.584,Jhunjhunun,India,28.13N,75.45E
1901-09-01,29.913,0.344,Jhunjhunun,India,28.13N,75.45E
1901-10-01,27.851,0.508,Jhunjhunun,India,28.13N,75.45E
1901-11-01,20.871,0.41700000000000004,Jhunjhunun,India,28.13N,75.45E
1901-12-01,16.123,0.532,Jhunjhunun,India,28.13N,75.45E
1902-01-01,15.327,0.711,Jhunjhunun,India,28.13N,75.45E
1902-02-01,18.266,0.624,Jhunjhunun,India,28.13N,75.45E
1902-03-01,25.461,0.302,Jhunjhunun,India,28.13N,75.45E
1902-04-01,29.822,0.34299999999999997,Jhunjhunun,India,28.13N,75.45E
1902-05-01,33.664,0.797,Jhunjhunun,India,28.13N,75.45E
1902-06-01,33.576,0.557,Jhunjhunun,India,28.13N,75.45E
1902-07-01,31.811,0.461,Jhunjhunun,India,28.13N,75.45E
1902-08-01,31.182,0.408,Jhunjhunun,India,28.13N,75.45E
1902-09-01,29.151999999999997,0.451,Jhunjhunun,India,28.13N,75.45E
1902-10-01,25.968000000000004,0.313,Jhunjhunun,India,28.13N,75.45E
1902-11-01,20.354,0.285,Jhunjhunun,India,28.13N,75.45E
1902-12-01,14.72,0.595,Jhunjhunun,India,28.13N,75.45E
1903-01-01,14.023,0.62,Jhunjhunun,India,28.13N,75.45E
1903-02-01,16.378,0.593,Jhunjhunun,India,28.13N,75.45E
1903-03-01,21.343000000000004,0.5589999999999999,Jhunjhunun,India,28.13N,75.45E
1903-04-01,27.337,0.392,Jhunjhunun,India,28.13N,75.45E
1903-05-01,32.83900000000001,0.281,Jhunjhunun,India,28.13N,75.45E
1903-06-01,36.148,0.521,Jhunjhunun,India,28.13N,75.45E
1903-07-01,32.854,0.302,Jhunjhunun,India,28.13N,75.45E
1903-08-01,29.899,0.545,Jhunjhunun,India,28.13N,75.45E
