an,Philippines,13.66N,121.38E
1975-10-01,27.496,0.345,Birganj,Nepal,26.52N,84.18E
1975-11-01,20.117,0.5760000000000001,Birganj,Nepal,26.52N,84.18E
1975-12-01,16.207,0.23,Birganj,Nepal,26.52N,84.18E
1976-01-01,15.753,0.45799999999999996,Birganj,Nepal,26.52N,84.18E
1976-02-01,19.186,0.541,Birganj,Nepal,26.52N,84.18E
1976-03-01,24.487,0.37200000000000005,Birganj,Nepal,26.52N,84.18E
1976-04-01,28.776999999999997,0.37200000000000005,Birganj,Nepal,26.52N,84.18E
1976-05-01,30.491999999999997,0.5489999999999999,Birganj,Nepal,26.52N,84.18E
1976-06-01,30.795,0.475,Birganj,Nepal,26.52N,84.18E
1976-07-01,29.244000000000003,0.386,Birganj,Nepal,26.52N,84.18E
1976-08-01,28.521,0.217,Birganj,Nepal,26.52N,84.18E
1976-09-01,28.151999999999997,0.361,Birganj,Nepal,26.52N,84.18E
1976-10-01,26.081,0.64,Birganj,Nepal,26.52N,84.18E
1976-11-01,22.792,0.469,Birganj,Nepal,26.52N,84.18E
1976-12-01,16.587000000000003,0.73,Birganj,Nepal,26.52N,84.18E
1977-01-01,15.318,0.461,Birganj,Nepal,26.52N,84.18E
1977-02-01,19.178,0.78,Birganj,Nepal,26.52N,84.18E
1977-03-01,25.619,0.46799999999999997,Birganj,Nepal,26.52N,84.18E
1977-04-01,28.555,0.32899999999999996,Birganj,Nepal,26.52N,84.18E
1977-05-01,29.23,0.23,Birganj,Nepal,26.52N,84.18E
1977-06-01,30.378,0.24100000000000002,Birganj,Nepal,26.52N,84.18E
1977-07-01,28.838,0.38,Birganj,Nepal,26.52N,84.18E
1977-08-01,29.11,0.336,Birganj,Nepal,26.52N,84.18E
1977-09-01,28.403000000000002,0.18,Birganj,Nepal,26.52N,84.18E
1977-10-01,25.577,0.4,Birganj,Nepal,26.52N,84.18E
1977-11-01,22.741,0.298,Birganj,Nepal,26.52N,84.18E
1977-12-01,16.977,0.5529999999999999,Birganj,Nepal,26.52N,84.18E
1978-01-01,14.702,0.634,Birganj,Nepal,26.52N,84.18E
1978-02-01,17.354999999999997,0.43799999999999994,Birganj,Nepal,26.52N,84.18E
1978-03-01,22.046,0.33899999999999997,Birganj,Nepal,26.52N,84.18E
1978-04-01,28.169,0.43799999999999994,Birganj,Nepal,26.52N,84.18E
1978-05-01,31.844,0.7559999999999999,Birganj,Nepal,26.52N,84.18E
1978-06-01,30.55,0.426,Birganj,Nepal,26.52N,84.18E
1978-07-01,28.929,0.446,Birganj,Nepal,26.52N,84.18E
1978-08-01,28.936,0.237,Birganj,Nepal,26.52N,84.18E
1978-09-01,27.933000000000003,0.395,Birganj,Nepal,26.52N,84.18E
1978-10-01,25.882,0.359,Birganj,Nepal,26.52N,84.18E
1978-11-01,22.197,0.253,Birganj,Nepal,26.52N,84.18E
1978-12-01,16.667,0.371,Birganj,Nepal,26.52N,84.18E
1979-01-01,16.283,0.271,Birganj,Nepal,26.52N,84.18E
1979-02-01,17.482,0.435,Birganj,Nepal,26.52N,84.18E
1979-03-01,23.34,0.239,Birganj,Nepal,26.52N,84.18E
1979-04-01,29.289,0.441,Birganj,Nepal,26.52N,84.18E
1979-05-01,32.009,0.522,Birganj,Nepal,26.52N,84.18E
1979-06-01,31.705,0.255,Birganj,Nepal,26.52N,84.18E
1979-07-01,29.450000000000006,0.23800000000000002,Birganj,Nepal,26.52N,84.18E
1979-08-01,29.635,0.597,Birganj,Nepal,26.52N,84.18E
1979-09-01,29.233,0.361,Birganj,Nepal,26.52N,84.18E
1979-10-01,26.554000000000002,0.376,Birganj,Nepal,26.52N,84.18E
1979-11-01,23.81,0.376,Birganj,Nepal,26.52N,84.18E
1979-12-01,17.215,0.5539999999999999,Birganj,Nepal,26.52N,84.18E
1980-01-01,15.57,0.645,Birganj,Nepal,26.52N,84.18E
1980-02-01,19.024,0.6,Birganj,Nepal,26.52N,84.18E
1980-03-01,24.104,0.419,Birganj,Nepal,26.52N,84.18E
1980-04-01,30.394,0.722,Birganj,Nepal,26.52N,84.18E
1980-05-01,31.555999999999997,1.202,Birganj,Nepal,26.52N,84.18E
1980-06-01,29.959,0.738,Birganj,Nepal,26.52N,84.18E
1980-07-01,28.892000000000003,0.33,Birganj,Nepal,26.52N,84.18E
1980-08-01,28.831,0.267,Birganj,Nepal,26.52N,84.18E
1980-09-01,28.899,0.175,Birganj,Nepal,26.52N,84.18E
1980-10-01,26.159000000000002,0.544,Birganj,Nepal,26.52N,84.18E
1980-11-01,22.074,0.568,Birganj,Nepal,26.52N,84.18E
1980-12-01,17.524,0.514,Birganj,Nepal,26.52N,84.18E
1981-01-01,15.609000000000002,0.43700000000000006,Birganj,Nepal,26.52N,84.18E
1981-02-01,19.434,0.39899999999999997,Birganj,Nepal,26.52N,84.18E
1981-03-01,23.573,0.27899999999999997,Birganj,Nepal,26.52N,84.18E
1981-04-01,28.061,0.7759999999999999,Birganj,Nepal,26.52N,84.18E
1981-05-01,30.064,0.6,Birganj,Nepal,26.52N,84.18E
1981-06-01,31.378,0.40299999999999997,Birganj,Nepal,26.52N,84.18E
1981-07-01,28.715999999999998,0.363,Birganj,Nepal,26.52N,84.18E
1981-08-01,29.235,0.289,Birganj,Nepal,26.52N,84.18E
1981-09-01,28.66,0.247,Birganj,Nepal,26.52N,84.18E
1981-10-01,25.858,0.496,Birganj,Nepal,26.52N,84.18E
1981-11-01,20.903000000000002,0.696,Birganj,Nepal,26.52N,84.18E
1981-12-01,16.697000000000006,0.835,Birganj,Nepal,26.52N,84.18E
1982-01-01,16.773,0.239,Birganj,Nepal,26.52N,84.18E
1982-02-01,17.845,0.18899999999999997,Birganj,Nepal,26.52N,84.18E
1982-03-01,22.682,0.456,Birganj,Nepal,26.52N,84.18E
1982-04-01,28.092,1.058,Birganj,Nepal,26.52N,84.18E
1982-05-01,30.198,1.222,Birganj,Nepal,26.52N,84.18E
1982-06-01,30.414,0.494,Birganj,Nepal,26.52N,84.18E
1982-07-01,30.395000000000003,0.7020000000000001,Birganj,Nepal,26.52N,84.18E
1982-08-01,29.211,0.5529999999999999,Birganj,Nepal,26.52N,84.18E
1982-09-01,28.708000000000002,0.462,Birganj,Nepal,26.52N,84.18E
1982-10-01,25.823,0.551,Birganj,Nepal,26.52N,84.18E
1982-11-01,21.3,0.595,Birganj,Nepal,26.52N,84.18E
1982-12-01,17.241000000000003,0.556,Birganj,Nepal,26.52N,84.18E
1983-01-01,14.227,0.67,Birganj,Nepal,26.52N,84.18E
1983-02-01,17.322999999999997,0.523,Birganj,Nepal,26.52N,84.18E
1983-03-01,23.484,0.39399999999999996,Birganj,Nepal,26.52N,84.18E
1983-04-01,26.837,0.49700000000000005,Birganj,Nepal,26.52N,84.18E
1983-05-01,29.795,0.833,Birganj,Nepal,26.52N,84.18E
1983-06-01,31.564,0.245,Birganj,Nepal,26.52N,84.18E
1983-07-01,29.656,0.22,Birganj,Nepal,26.52N,84.18E
1983-08-01,29.584,0.19699999999999998,Birganj,Nepal,26.52N,84.18E
1983-09-01,28.855999999999998,0.466,Birganj,Nepal,26.52N,84.18E
1983-10-01,25.776,0.598,Birganj,Nepal,26.52N,84.18E
1983-11-01,21.006,0.66,Birganj,Nepal,26.52N,84.18E
1983-12-01,16.588,0.44799999999999995,Birganj,Nepal,26.52N,84.18E
1984-01-01,15.06,0.593,Birganj,Nepal,26.52N,84.18E
1984-02-01,17.558999999999994,0.6729999999999999,Birganj,Nepal,26.52N,84.18E
1984-03-01,25.071,0.731,Birganj,Nepal,26.52N,84.18E
1984-04-01,29.926,0.8029999999999999,Birganj,Nepal,26.52N,84.18E
1984-05-01,31.965999999999998,0.6859999999999999,Birganj,Nepal,26.52N,84.18E
1984-06-01,29.809,0.91,Birganj,Nepal,26.52N,84.18E
1984-07-01,28.804,0.695,Birganj,Nepal,26.52N,84.18E
1984-08-01,28.953000000000003,0.741,Birganj,Nepal,26.52N,84.18E
1984-09-01,27.833000000000002,0.36200000000000004,Birganj,Nepal,26.52N,84.18E
1984-10-01,26.735,0.402,Birganj,Nepal,26.52N,84.18E
1984-11-01,20.769000000000002,0.33899999999999997,Birganj,Nepal,26.52N,84.18E
1984-12-01,17.605,0.622,Birganj,Nepal,26.52N,84.18E
1985-01-01,15.982999999999999,0.46,Birganj,Nepal,26.52N,84.18E
1985-02-01,18.838,0.154,Birganj,Nepal,26.52N,84.18E
1985-03-01,26.301,0.373,Birganj,Nepal,26.52N,84.18E
1985-04-01,30.073,0.368,Birganj,Nepal,26.52N,84.18E
1985-05-01,31.19,0.5539999999999999,Birganj,Nepal,26.52N,84.18E
1985-06-01,31.608,0.522,Birganj,Nepal,26.52N,84.18E
1985-07-01,28.41,0.514,Birganj,Nepal,26.52N,84.18E
1985-08-01,29.355999999999998,0.317,Birganj,Nepal,26.52N,84.18E
1985-09-01,28.56,0.703,Birganj,Nepal,26.52N,84.18E
1985-10-01,25.519000000000002,0.325,Birganj,Nepal,26.52N,84.18E
1985-11-01,21.519000000000002,0.51,Birganj,Nepal,26.52N,84.18E
1985-12-01,18.088,0.396,Birganj,Nepal,26.52N,84.18E
1986-01-01,16.098,0.38,Birganj,Nepal,26.52N,84.18E
1986-02-01,18.569000000000003,0.306,Birganj,Nepal,26.52N,84.18E
1986-03-01,24.295,0.433,Birganj,Nepal,26.52N,84.18E
1986-04-01,28.506,0.35200000000000004,Birganj,Nepal,26.52N,84.18E
1986-05-01,29.391,0.65,Birganj,Nepal,26.52N,84.18E
1986-06-01,31.261999999999997,0.597,Birganj,Nepal,26.52N,84.18E
1986-07-01,28.85,0.44,Birganj,Nepal,26.52N,84.18E
1986-08-01,29.241,0.7090000000000001,Birganj,Nepal,26.52N,84.18E
1986-09-01,28.636999999999997,0.349,Birganj,Nepal,26.52N,84.18E
1986-10-01,25.254,0.349,Birganj,Nepal,26.52N,84.18E
1986-11-01,22.248,0.3,Birganj,Nepal,26.52N,84.18E
1986-12-01,16.930000000000003,0.693,Birganj,Nepal,26.52N,84.18E
1987-01-01,15.745,0.28800000000000003,Birganj,Nepal,26.52N,84.18E
1987-02-01,19.88,0.547,Birganj,Nepal,26.52N,84.18E
1987-03-01,24.533,0.7040000000000001,Birganj,Nepal,26.52N,84.18E
1987-04-01,28.951999999999998,0.5770000000000001,Birganj,Nepal,26.52N,84.18E
1987-05-01,30.358,0.53,Birganj,Nepal,26.52N,84.18E
1987-06-01,32.348,0.7440000000000001,Birganj,Nepal,26.52N,84.18E
1987-07-01,29.698,0.525,Birganj,Nepal,26.52N,84.18E
1987-08-01,29.404,0.45799999999999996,Birganj,Nepal,26.52N,84.18E
1987-09-01,29.136999999999997,0.21,Birganj,Nepal,26.52N,84.18E
1987-10-01,26.44,0.733,Birganj,Nepal,26.52N,84.18E
1987-11-01,22.058000000000003,0.324,Birganj,Nepal,26.52N,84.18E
1987-12-01,17.292,0.348,Birganj,Nepal,26.52N,84.18E
1988-01-01,16.882,0.833,Birganj,Nepal,26.52N,84.18E
1988-02-01,19.546,0.737,Birganj,Nepal,26.52N,84.18E
1988-03-01,24.281999999999996,0.326,Birganj,Nepal,26.52N,84.18E
1988-04-01,29.498,0.41200000000000003,Birganj,Nepal,26.52N,84.18E
1988-05-01,31.86,0.384,Birganj,Nepal,26.52N,84.18E
1988-06-01,30.471,0.309,Birganj,Nepal,26.52N,84.18E
1988-07-01,29.169,0.165,Birganj,Nepal,26.52N,84.18E
1988-08-01,29.238000000000003,0.317,Birganj,Nepal,26.52N,84.18E
1988-09-01,29.840999999999998,0.348,Birganj,Nepal,26.52N,84.18E
1988-10-01,26.297,0.545,Birganj,Nepal,26.52N,84.18E
1988-11-01,21.541,0.5329999999999999,Birganj,Nepal,26.52N,84.18E
1988-12-01,17.87,0.439,Birganj,Nepal,26.52N,84.18E
1989-01-01,14.989,0.23199999999999998,Birganj,Nepal,26.52N,84.18E
1989-02-01,18.3,0.368,Birganj,Nepal,26.52N,84.18E
1989-03-01,23.842,0.462,Birganj,Nepal,26.52N,84.18E
1989-04-01,28.709,0.484,Birganj,Nepal,26.52N,84.18E
1989-05-01,31.467,0.385,Birganj,Nepal,26.52N,84.18E
1989-06-01,30.486,0.461,Birganj,Nepal,26.52N,84.18E
1989-07-01,29.118,0.431,Birganj,Nepal,26.52N,84.18E
1989-08-01,29.315,0.354,Birganj,Nepal,26.52N,84.18E
1989-09-01,29.135,0.485,Birganj,Nepal,26.52N,84.18E
1989-10-01,26.625,0.631,Birganj,Nepal,26.52N,84.18E
1989-11-01,21.225,0.547,Birganj,Nepal,26.52N,84.18E
1989-12-01,16.422,0.313,Birganj,Nepal,26.52N,84.18E
1990-01-01,17.189,0.6809999999999999,Birganj,Nepal,26.52N,84.18E
1990-02-01,19.015,0.28800000000000003,Birganj,Nepal,26.52N,84.18E
1990-03-01,22.614,0.22399999999999998,Birganj,Nepal,26.52N,84.18E
1990-04-01,28.691999999999997,0.607,Birganj,Nepal,26.52N,84.18E
1990-05-01,30.519,0.46,Birganj,Nepal,26.52N,84.18E
1990-06-01,31.456,0.295,Birganj,Nepal,26.52N,84.18E
1990-07-01,28.686999999999998,0.406,Birganj,Nepal,26.52N,84.18E
1990-08-01,29.344,0.376,Birganj,Nepal,26.52N,84.18E
1990-09-01,28.936999999999998,0.326,Birganj,Nepal,26.52N,84.18E
1990-10-01,25.553,0.428,Birganj,Nepal,26.52N,84.18E
1990-11-01,22.135,0.46,Birganj,Nepal,26.52N,84.18E
1990-12-01,17.615000000000006,0.19899999999999998,Birganj,Nepal,26.52N,84.18E
1991-01-01,15.183,0.248,Birganj,Nepal,26.52N,84.18E
1991-02-01,19.996,0.27399999999999997,Birganj,Nepal,26.52N,84.18E
1991-03-01,24.498,0.226,Birganj,Nepal,26.52N,84.18E
1991-04-01,28.375999999999998,0.38299999999999995,Birganj,Nepal,26.52N,84.18E
1991-05-01,31.898000000000003,0.733,Birganj,Nepal,26.52N,84.18E
1991-06-01,30.619,0.55,Birganj,Nepal,26.52N,84.18E
1991-07-01,30.154,0.20800000000000002,Birganj,Nepal,26.52N,84.18E
1991-08-01,28.948,0.325,Birganj,Nepal,26.52N,84.18E
1991-09-01,28.813000000000002,0.266,Birganj,Nepal,26.52N,84.18E
1991-10-01,25.921,0.23399999999999999,Birganj,Nepal,26.52N,84.18E
1991-11-01,20.514,0.795,Birganj,Nepal,26.52N,84.18E
1991-12-01,16.660999999999998,0.502,Birganj,Nepal,26.52N,84.18E
1992-01-01,15.617,0.312,Birganj,Nepal,26.52N,84.18E
1992-02-01,17.529999999999998,0.314,Birganj,Nepal,26.52N,84.18E
1992-03-01,25.143,0.245,Birganj,Nepal,26.52N,84.18E
1992-04-01,29.956,0.8220000000000001,Birganj,Nepal,26.52N,84.18E
1992-05-01,30.348000000000003,0.287,Birganj,Nepal,26.52N,84.18E
1992-06-01,31.476,0.444,Birganj,Nepal,26.52N,84.18E
1992-07-01,29.265,0.237,Birganj,Nepal,26.52N,84.18E
1992-08-01,29.308000000000003,0.332,Birganj,Nepal,26.52N,84.18E
1992-09-01,29.041999999999998,0.179,Birganj,Nepal,26.52N,84.18E
1992-10-01,26.17,0.29600000000000004,Birganj,Nepal,26.52N,84.18E
1992-11-01,21.839000000000002,0.7040000000000001,Birganj,Nepal,26.52N,84.18E
1992-12-01,16.927000000000003,0.496,Birganj,Nepal,26.52N,84.18E
1993-01-01,15.591,0.7170000000000001,Birganj,Nepal,26.52N,84.18E
1993-02-01,20.259,0.446,Birganj,Nepal,26.52N,84.18E
1993-03-01,22.778000000000002,0.415,Birganj,Nepal,26.52N,84.18E
1993-04-01,28.096,0.23399999999999999,Birganj,Nepal,26.52N,84.18E
1993-05-01,31.003,0.40299999999999997,Birganj,Nepal,26.52N,84.18E
1993-06-01,31.115,0.626,Birganj,Nepal,26.52N,84.18E
1993-07-01,30.006,0.39399999999999996,Birganj,Nepal,26.52N,84.18E
1993-08-01,29.397,0.483,Birganj,Nepal,26.52N,84.18E
1993-09-01,28.301,0.266,Birganj,Nepal,26.52N,84.18E
1993-10-01,26.761,0.243,Birganj,Nepal,26.52N,84.18E
1993-11-01,21.991,0.29100000000000004,Birganj,Nepal,26.52N,84.18E
1993-12-01,17.69,0.593,Birganj,Nepal,26.52N,84.18E
1994-01-01,17.017,0.703,Birganj,Nepal,26.52N,84.18E
1994-02-01,18.233,0.401,Birganj,Nepal,26.52N,84.18E
1994-03-01,25.066999999999997,0.451,Birganj,Nepal,26.52N,84.18E
1994-04-01,28.471,0.5379999999999999,Birganj,Nepal,26.52N,84.18E
1994-05-01,31.916999999999998,0.228,Birganj,Nepal,26.52N,84.18E
1994-06-01,31.423000000000002,0.254,Birganj,Nepal,26.52N,84.18E
1994-07-01,29.766,0.336,Birganj,Nepal,26.52N,84.18E
1994-08-01,29.445,0.231,Birganj,Nepal,26.52N,84.18E
1994-09-01,29.006999999999998,0.435,Birganj,Nepal,26.52N,84.18E
1994-10-01,26.11,0.484,Birganj,Nepal,26.52N,84.18E
1994-11-01,21.318,0.723,Birganj,Nepal,26.52N,84.18E
1994-12-01,17.192,0.608,Birganj,Nepal,26.52N,84.18E
1995-01-01,14.995999999999999,0.909,Birganj,Nepal,26.52N,84.18E
1995-02-01,18.721,0.585,Birganj,Nepal,26.52N,84.18E
1995-03-01,24.027,0.42700000000000005,Birganj,Nepal,26.52N,84.18E
1995-04-01,29.250999999999998,0.38299999999999995,Birganj,Nepal,26.52N,84.18E
1995-05-01,33.403,0.746,Birganj,Nepal,26.52N,84.18E
1995-06-01,32.21,0.34,Birganj,Nepal,26.52N,84.18E
1995-07-01,29.579,0.242,Birganj,Nepal,26.52N,84.18E
1995-08-01,29.316000000000006,0.32799999999999996,Birganj,Nepal,26.52N,84.18E
1995-09-01,28.771,0.324,Birganj,Nepal,26.52N,84.18E
1995-10-01,27.103,0.601,Birganj,Nepal,26.52N,84.18E
1995-11-01,21.351,0.632,Birganj,Nepal,26.52N,84.18E
1995-12-01,17.829,0.946,Birganj,Nepal,26.52N,84.18E
1996-01-01,16.208,0.509,Birganj,Nepal,26.52N,84.18E
1996-02-01,18.991,0.28600000000000003,Birganj,Nepal,26.52N,84.18E
1996-03-01,25.167,0.38799999999999996,Birganj,Nepal,26.52N,84.18E
1996-04-01,29.179,0.305,Birganj,Nepal,26.52N,84.18E
1996-05-01,32.671,0.494,Birganj,Nepal,26.52N,84.18E
1996-06-01,30.914,0.42700000000000005,Birganj,Nepal,26.52N,84.18E
1996-07-01,29.675,0.40299999999999997,Birganj,Nepal,26.52N,84.18E
1996-08-01,28.783,0.244,Birganj,Nepal,26.52N,84.18E
1996-09-01,29.035,0.306,Birganj,Nepal,26.52N,84.18E
1996-10-01,26.211,0.32299999999999995,Birganj,Nepal,26.52N,84.18E
1996-11-01,21.676,0.505,Birganj,Nepal,26.52N,84.18E
1996-12-01,17.070999999999998,0.132,Birganj,Nepal,26.52N,84.18E
1997-01-01,15.821,0.45899999999999996,Birganj,Nepal,26.52N,84.18E
1997-02-01,18.237000000000002,0.53,Birganj,Nepal,26.52N,84.18E
1997-03-01,24.355,0.28600000000000003,Birganj,Nepal,26.52N,84.18E
1997-04-01,27.228,0.46399999999999997,Birganj,Nepal,26.52N,84.18E
1997-05-01,31.011999999999997,0.446,Birganj,Nepal,26.52N,84.18E
1997-06-01,31.706,0.493,Birganj,Nepal,26.52N,84.18E
1997-07-01,29.449,0.27,Birganj,Nepal,26.52N,84.18E
1997-08-01,29.291999999999998,0.225,Birganj,Nepal,26.52N,84.18E
1997-09-01,28.616,0.3,Birganj,Nepal,26.52N,84.18E
1997-10-01,24.844,0.255,Birganj,Nepal,26.52N,84.18E
1997-11-01,21.89,0.5770000000000001,Birganj,Nepal,26.52N,84.18E
1997-12-01,16.212000000000003,0.426,Birganj,Nepal,26.52N,84.18E
1998-01-01,15.159,0.381,Birganj,Nepal,26.52N,84.18E
1998-02-01,19.51,0.494,Birganj,Nepal,26.52N,84.18E
1998-03-01,22.537,0.409,Birganj,Nepal,26.52N,84.18E
1998-04-01,28.581,0.718,Birganj,Nepal,26.52N,84.18E
1998-05-01,31.918000000000003,0.584,Birganj,Nepal,26.52N,84.18E
1998-06-01,32.757,0.7879999999999999,Birganj,Nepal,26.52N,84.18E
1998-07-01,29.462000000000003,0.16899999999999998,Birganj,Nepal,26.52N,84.18E
1998-08-01,29.265,0.371,Birganj,Nepal,26.52N,84.18E
1998-09-01,29.183000000000003,0.365,Birganj,Nepal,26.52N,84.18E
1998-10-01,27.776,0.255,Birganj,Nepal,26.52N,84.18E
1998-11-01,23.201,0.469,Birganj,Nepal,26.52N,84.18E
1998-12-01,17.682000000000006,0.87,Birganj,Nepal,26.52N,84.18E
1999-01-01,15.335999999999999,0.49200000000000005,Birganj,Nepal,26.52N,84.18E
1999-02-01,20.507,0.594,Birganj,Nepal,26.52N,84.18E
1999-03-01,25.775,0.807,Birganj,Nepal,26.52N,84.18E
1999-04-01,31.248,0.331,Birganj,Nepal,26.52N,84.18E
1999-05-01,31.308000000000003,0.42100000000000004,Birganj,Nepal,26.52N,84.18E
1999-06-01,30.694000000000003,0.256,Birganj,Nepal,26.52N,84.18E
1999-07-01,29.273000000000003,0.28,Birganj,Nepal,26.52N,84.18E
1999-08-01,28.916999999999998,0.177,Birganj,Nepal,26.52N,84.18E
1999-09-01,28.796999999999997,0.38,Birganj,Nepal,26.52N,84.18E
1999-10-01,26.49,0.299,Birganj,Nepal,26.52N,84.18E
1999-11-01,22.259,0.44,Birganj,Nepal,26.52N,84.18E
1999-12-01,18.000999999999998,0.43799999999999994,Birganj,Nepal,26.52N,84.18E
2000-01-01,15.883,0.574,Birganj,Nepal,26.52N,84.18E
2000-02-01,17.480999999999998,0.6629999999999999,Birganj,Nepal,26.52N,84.18E
2000-03-01,23.513,0.502,Birganj,Nepal,26.52N,84.18E
2000-04-01,29.406,0.292,Birganj,Nepal,26.52N,84.18E
2000-05-01,31.094,0.494,Birganj,Nepal,26.52N,84.18E
2000-06-01,30.061,0.5670000000000001,Birganj,Nepal,26.52N,84.18E
2000-07-01,29.360000000000007,0.436,Birganj,Nepal,26.52N,84.18E
2000-08-01,29.655,0.31,Birganj,Nepal,26.52N,84.18E
2000-09-01,28.201,0.40299999999999997,Birganj,Nepal,26.52N,84.18E
2000-10-01,27.404,0.314,Birganj,Nepal,26.52N,84.18E
2000-11-01,23.106,0.483,Birganj,Nepal,26.52N,84.18E
2000-12-01,17.893,0.5770000000000001,Birganj,Nepal,26.52N,84.18E
2001-01-01,15.745,0.365,Birganj,Nepal,26.52N,84.18E
2001-02-01,19.942,0.409,Birganj,Nepal,26.52N,84.18E
2001-03-01,24.22,0.518,Birganj,Nepal,26.52N,84.18E
2001-04-01,29.272,0.518,Birganj,Nepal,26.52N,84.18E
2001-05-01,30.738000000000003,0.233,Birganj,Nepal,26.52N,84.18E
2001-06-01,29.71,0.409,Birganj,Nepal,26.52N,84.18E
2001-07-01,29.401999999999997,0.228,Birganj,Nepal,26.52N,84.18E
2001-08-01,29.744,0.34,Birganj,Nepal,26.52N,84.18E
2001-09-01,29.296999999999997,0.44,Birganj,Nepal,26.52N,84.18E
2001-10-01,27.142,0.40399999999999997,Birganj,Nepal,26.52N,84.18E
2001-11-01,23.028000000000002,0.382,Birganj,Nepal,26.52N,84.18E
2001-12-01,17.179000000000002,0.49,Birganj,Nepal,26.52N,84.18E
2002-01-01,16.329,0.523,Birganj,Nepal,26.52N,84.18E
2002-02-01,20.038,0.48200000000000004,Birganj,Nepal,26.52N,84.18E
2002-03-01,25.04,0.40299999999999997,Birganj,Nepal,26.52N,84.18E
2002-04-01,29.281,0.391,Birganj,Nepal,26.52N,84.18E
2002-05-01,30.684,0.679,Birganj,Nepal,26.52N,84.18E
2002-06-01,31.410999999999998,0.332,Birganj,Nepal,26.52N,84.18E
2002-07-01,30.719,0.5329999999999999,Birganj,Nepal,26.52N,84.18E
2002-08-01,29.555,0.264,Birganj,Nepal,26.52N,84.18E
2002-09-01,28.461,0.319,Birganj,Nepal,26.52N,84.18E
2002-10-01,26.53,0.423,Birganj,Nepal,26.52N,84.18E
2002-11-01,22.396,0.596,Birganj,Nepal,26.52N,84.18E
2002-12-01,17.991000000000003,0.802,Birganj,Nepal,26.52N,84.18E
2003-01-01,14.806,0.937,Birganj,Nepal,26.52N,84.18E
2003-02-01,19.524,0.382,Birganj,Nepal,26.52N,84.18E
2003-03-01,24.079,0.58,Birganj,Nepal,26.52N,84.18E
2003-04-01,29.978,0.6920000000000001,Birganj,Nepal,26.52N,84.18E
2003-05-01,31.811999999999998,0.703,Birganj,Nepal,26.52N,84.18E
2003-06-01,31.414,0.396,Birganj,Nepal,26.52N,84.18E
2003-07-01,29.791999999999998,0.373,Birganj,Nepal,26.52N,84.18E
2003-08-01,29.767,0.301,Birganj,Nepal,26.52N,84.18E
2003-09-01,28.746,0.267,Birganj,Nepal,26.52N,84.18E
2003-10-01,26.388,0.499,Birganj,Nepal,26.52N,84.18E
2003-11-01,22.3,0.49200000000000005,Birganj,Nepal,26.52N,84.18E
2003-12-01,17.282,0.32299999999999995,Birganj,Nepal,26.52N,84.18E
2004-01-01,14.514000000000001,0.51,Birganj,Nepal,26.52N,84.18E
2004-02-01,19.369,0.654,Birganj,Nepal,26.52N,84.18E
2004-03-01,26.249000000000002,0.358,Birganj,Nepal,26.52N,84.18E
2004-04-01,29.404,0.48100000000000004,Birganj,Nepal,26.52N,84.18E
2004-05-01,31.866999999999997,0.444,Birganj,Nepal,26.52N,84.18E
2004-06-01,30.179000000000002,0.42200000000000004,Birganj,Nepal,26.52N,84.18E
2004-07-01,29.136000000000006,0.336,Birganj,Nepal,26.52N,84.18E
2004-08-01,29.619,0.318,Birganj,Nepal,26.52N,84.18E
2004-09-01,29.596,0.35100000000000003,Birganj,Nepal,26.52N,84.18E
2004-10-01,25.757,0.314,Birganj,Nepal,26.52N,84.18E
2004-11-01,21.315,0.475,Birganj,Nepal,26.52N,84.18E
2004-12-01,17.972,0.47700000000000004,Birganj,Nepal,26.52N,84.18E
2005-01-01,16.555,0.47200000000000003,Birganj,Nepal,26.52N,84.18E
2005-02-01,20.066,0.503,Birganj,Nepal,26.52N,84.18E
2005-03-01,25.869,0.519,Birganj,Nepal,26.52N,84.18E
2005-04-01,29.471,0.349,Birganj,Nepal,26.52N,84.18E
2005-05-01,31.349,0.23399999999999999,Birganj,Nepal,26.52N,84.18E
2005-06-01,32.708,0.361,Birganj,Nepal,26.52N,84.18E
2005-07-01,29.294,0.445,Birganj,Nepal,26.52N,84.18E
2005-08-01,29.74,0.293,Birganj,Nepal,26.52N,84.18E
2005-09-01,29.482,0.159,Birganj,Nepal,26.52N,84.18E
2005-10-01,26.183000000000003,0.235,Birganj,Nepal,26.52N,84.18E
2005-11-01,21.324,0.42200000000000004,Birganj,Nepal,26.52N,84.18E
2005-12-01,17.262999999999998,0.542,Birganj,Nepal,26.52N,84.18E
2006-01-01,16.9,0.431,Birganj,Nepal,26.52N,84.18E
2006-02-01,22.312,0.25,Birganj,Nepal,26.52N,84.18E
2006-03-01,24.446,0.415,Birganj,Nepal,26.52N,84.18E
2006-04-01,29.487,0.341,Birganj,Nepal,26.52N,84.18E
2006-05-01,30.843000000000004,0.36700000000000005,Birganj,Nepal,26.52N,84.18E
2006-06-01,30.72,0.551,Birganj,Nepal,26.52N,84.18E
2006-07-01,29.680999999999997,0.43200000000000005,Birganj,Nepal,26.52N,84.18E
2006-08-01,29.595,0.35200000000000004,Birganj,Nepal,26.52N,84.18E
2006-09-01,29.081,0.264,Birganj,Nepal,26.52N,84.18E
2006-10-01,26.777,0.312,Birganj,Nepal,26.52N,84.18E
2006-11-01,22.338,0.444,Birganj,Nepal,26.52N,84.18E
